segment_id,n_raw,n_kept
najafgarh-daurala-road_1077953383_0,0,0
najafgarh-daurala-road_1077953384_0,0,0
najafgarh-daurala-road_1077953385_0,0,0
najafgarh-daurala-road_1077953386_0,0,0
najafgarh-daurala-road_1077953387_0,0,0
mathura-road_1078707437_0,31,2
mathura-road_1078707438_0,31,2
unnamed_1078952742_0,0,0
unnamed_1078952742_1,0,0
bawana-road_1078952743_0,0,0
auchandi-border-road_1078952744_0,0,0
unnamed_1078952745_0,0,0
unnamed_1078952745_1,0,0
unnamed_1078971490_0,0,0
unnamed_1078971491_0,0,0
unnamed_1078971492_0,0,0
unnamed_1078971493_0,0,0
bawana-road_1079354771_0,0,0
bawana-road_1080012665_0,0,0
bawana-road_1080012666_0,0,0
najafgarh-daurala-road_1080064955_0,0,0
najafgarh-daurala-road_1080064956_0,0,0
najafgarh-daurala-road_1080064957_0,0,0
najafgarh-daurala-road_1080064957_1,0,0
najafgarh-daurala-road_1080064957_2,0,0
najafgarh-daurala-road_1080064957_3,0,0
najafgarh-daurala-road_1080064957_4,0,0
najafgarh-daurala-road_1080064957_5,0,0
najafgarh-daurala-road_1080064957_6,0,0
najafgarh-daurala-road_1080064957_7,0,0
najafgarh-daurala-road_1080064957_8,0,0
najafgarh-daurala-road_1080064957_9,0,0
bawana-road_1080170223_0,0,0
auchandi-road_1080170224_0,0,0
bawana-road_1080501681_0,0,0
bawana-road_1080501681_1,0,0
bawana-road_1080501682_0,0,0
bawana-road_1080501683_0,0,0
bawana-road_1080501683_1,0,0
bawana-road_1080501684_0,0,0
bawana-road_1080501684_1,0,0
bawana-road_1080501685_0,0,0
bawana-road_1081068105_0,0,0
delhi-road_1081069798_0,0,0
auchandi-road_1081069799_0,0,0
delhi-road_1081069800_0,0,0
delhi-road_1081069801_0,0,0
unnamed_1081080403_0,0,0
unnamed_1081080404_0,0,0
unnamed_1081080405_0,0,0
unnamed_1081080406_0,0,0
sh18_1081080407_0,0,0
sh18_1081080408_0,0,0
auchandi-border-road_1081097269_0,0,0
unnamed_1081097270_0,0,0
unnamed_1081097271_0,0,0
unnamed_1081097272_0,0,0
bawana-road_1081097273_0,0,0
sh18_1081665576_0,0,0
aurobindo-marg_1088110482_0,0,0
outer-ring-road-underpass_1089361797_0,0,0
outer-ring-road_1089361798_0,0,0
outer-ring-road_1089361801_0,0,0
outer-ring-road_1089361802_0,0,0
outer-ring-road_1089361803_0,0,0
mathura-road_1090402162_0,78,8
rohtak-road_1092780822_0,0,0
mahatma-gandhi-marg_1098520258_0,0,0
vikas-marg_1102492740_0,0,0
abdul-gaffar-khan-marg_1103055061_0,0,0
abdul-gaffar-khan-marg_1103055062_0,0,0
outer-ring-road_1103164483_0,0,0
delhi-dehradun-expressway_1107023884_0,0,0
delhi-dehradun-expressway_1107023884_1,0,0
delhi-dehradun-expressway_1107023884_2,0,0
unnamed_1108463529_0,0,0
unnamed_1108463530_0,0,0
outer-ring-road_1108471045_0,0,0
outer-ring-road_1108471047_0,0,0
outer-ring-road_1108471048_0,0,0
outer-ring-road_1108471050_0,0,0
unnamed_1108471051_0,0,0
outer-ring-road_1108471053_0,0,0
outer-ring-road_1108471055_0,0,0
unnamed_1108471057_0,0,0
aurobindo-marg_1109186873_0,85,8
unnamed_1109187905_0,0,0
unnamed_1115912306_0,0,0
unnamed_1115912308_0,0,0
mehrauli-badarpur-road_1115923369_0,100,8
urban-extension-road-ii_1116285354_0,83,8
urban-extension-road-ii_1116285355_0,100,8
urban-extension-road-ii_1116296122_0,0,0
urban-extension-road-ii_1116296122_1,0,0
urban-extension-road-ii_1116296123_0,0,0
urban-extension-road-ii_1116296124_0,0,0
urban-extension-road-ii_1116296124_1,0,0
urban-extension-road-ii_1116296125_0,0,0
urban-extension-road-ii_1116296127_0,0,0
urban-extension-road-ii_1116296128_0,0,0
urban-extension-road-ii_1116296129_0,0,0
urban-extension-road-ii_1116296130_0,0,0
urban-extension-road-ii_1116314392_0,0,0
urban-extension-road-ii_1116314393_0,0,0
unnamed_1116321334_0,0,0
unnamed_1116321334_1,81,8
dwarka-expressway_1116323022_0,0,0
unnamed_1116323023_0,0,0
dwarka-expressway_1116324313_0,0,0
dwarka-expressway_1116324313_1,0,0
dwarka-expressway_1116324313_2,100,8
dwarka-expressway_1116324313_3,89,8
dwarka-expressway_1116324313_4,91,8
dwarka-expressway_1116324313_5,95,8
dwarka-expressway_1116324313_6,87,8
dwarka-expressway_1116324313_7,82,8
dwarka-expressway_1116324313_8,100,8
dwarka-expressway_1116324314_0,96,8
dwarka-expressway_1116324314_1,100,8
dwarka-expressway_1116324314_2,100,8
dwarka-expressway_1116324314_3,97,8
dwarka-expressway_1116324314_4,100,8
dwarka-expressway_1116324314_5,99,8
dwarka-expressway_1116324314_6,0,0
dwarka-expressway_1116324314_7,0,0
urban-extension-road-ii_1116331827_0,0,0
urban-extension-road-ii_1116331828_0,0,0
urban-extension-road-ii_1116331829_0,0,0
urban-extension-road-ii_1116331830_0,0,0
urban-extension-road-ii_1116331831_0,0,0
urban-extension-road-ii_1116331831_1,0,0
urban-extension-road-ii_1116331832_0,0,0
urban-extension-road-ii_1118476439_0,0,0
urban-extension-road-ii_1118476443_0,100,8
nh344m_1118607541_0,0,0
nh344m_1118607542_0,0,0
unnamed_1118629647_0,0,0
unnamed_1118629648_0,0,0
unnamed_1118629649_0,0,0
unnamed_1118635865_0,0,0
unnamed_1118635866_0,0,0
unnamed_1118659679_0,0,0
urban-extension-road-ii_1118684653_0,0,0
urban-extension-road-ii_1118684654_0,0,0
dwarka-expressway_1118691951_0,83,8
urban-extension-road-ii_1118696675_0,0,0
urban-extension-road-ii_1118696959_0,0,0
urban-extension-road-ii_1118696959_1,0,0
unnamed_1118711478_0,0,0
unnamed_1118711479_0,0,0
unnamed_1118711479_1,0,0
unnamed_1118711479_2,0,0
unnamed_1118711480_0,0,0
unnamed_1118711480_1,0,0
unnamed_1118711480_2,0,0
unnamed_1118711485_0,0,0
unnamed_1118711486_0,0,0
urban-extension-road-ii_1118729613_0,0,0
urban-extension-road-ii_1118729614_0,0,0
urban-extension-road-ii_1118729615_0,0,0
urban-extension-road-ii_1118729616_0,0,0
urban-extension-road-ii_1118729617_0,0,0
urban-extension-road-ii_1118729618_0,0,0
urban-extension-road-ii_1118729620_0,0,0
urban-extension-road-ii_1118729622_0,0,0
urban-extension-road-ii_1118729623_0,0,0
urban-extension-road-ii_1118729626_0,0,0
urban-extension-road-ii_1118729627_0,0,0
urban-extension-road-ii_1118736284_0,0,0
urban-extension-road-ii_1118736285_0,0,0
urban-extension-road-ii_1118736287_0,0,0
urban-extension-road-ii_1118736287_1,0,0
urban-extension-road-ii_1118736288_0,0,0
urban-extension-road-ii_1118736288_1,0,0
urban-extension-road-ii_1118738462_0,0,0
urban-extension-road-ii_1118738463_0,0,0
dwarka-expressway_1118834166_0,100,8
bharthal-railway-underpass_1118834168_0,88,8
bharthal-railway-underpass_1118834169_0,97,8
urban-extension-road-ii_1118909931_0,0,0
urban-extension-road-ii_1118909932_0,0,0
urban-extension-road-ii_1118959400_0,56,8
urban-extension-road-ii_1118959401_0,70,8
urban-extension-road-ii_1118959402_0,98,8
urban-extension-road-ii_1118959403_0,97,8
dwarka-expressway_1118959406_0,91,8
dwarka-expressway_1118978390_0,44,4
unnamed_1118978392_0,0,0
unnamed_1118986180_0,0,0
unnamed_1118986182_0,0,0
bharthal-railway-underpass_1119296371_0,81,8
bharthal-railway-underpass_1119296372_0,91,8
bharthal-railway-underpass_1119296373_0,100,8
bharthal-railway-underpass_1119296374_0,100,8
unnamed_1123531345_0,0,0
grand-trunk-road_1125550297_0,0,0
grand-trunk-road_1125550298_0,0,0
grand-trunk-road_1125550299_0,0,0
grand-trunk-road_1125550299_1,0,0
grand-trunk-road_1125550300_0,0,0
nh344m_1125578860_0,0,0
nh344m_1125578861_0,0,0
unnamed_1125820030_0,0,0
mathura-road_1125820041_0,46,3
mathura-road_1125820042_0,48,1
unnamed_1126929458_0,0,0
unnamed_1126929459_0,0,0
outer-ring-road_1127423677_0,0,0
new-rohtak-road_1127702172_0,0,0
wazirabad-road_1130871949_0,0,0
unnamed_1131995935_0,100,8
unnamed_1131995937_0,100,8
arihant-marg_1132394876_0,0,0
arihant-marg_1132394877_0,0,0
outer-ring-road_1136369667_0,0,0
unnamed_1153197687_0,98,0
chirag-delhi-flyover_1156936619_0,15,2
ho-chi-minh-marg_1156936620_0,15,1
ho-chi-minh-marg_1156936621_0,15,0
ho-chi-minh-marg_1156936622_0,15,0
shri-hans-maharaj-flyover_1159133952_0,0,0
mahatma-gandhi-marg_1161756195_0,0,0
bawana-road_1162609076_0,0,0
unnamed_1162641618_0,0,0
najafgarh-dhansa-road_1162641619_0,0,0
najafgarh-dhansa-road_1162641620_0,0,0
mahatma-gandhi-marg_1162942765_0,0,0
mahatma-gandhi-marg_1162978514_0,0,0
unnamed_1163972711_0,100,8
mathura-road_1164727874_0,0,0
najafgarh-nangloi-road_1171106076_0,0,0
mahatma-gandhi-marg_1174693135_0,0,0
unnamed_1181021083_0,0,0
unnamed_1181021086_0,0,0
outer-ring-road_1181388031_0,0,0
outer-ring-road_1181388032_0,0,0
delhi-gurugram-expressway_1183491326_0,100,8
unnamed_1183847099_0,0,0
grand-trunk-road_1183847106_0,0,0
grand-trunk-road_1183847107_0,0,0
grand-trunk-road_1183847108_0,0,0
grand-trunk-road_1183847110_0,0,0
unnamed_1184651603_0,91,0
mathura-road_1184652573_0,71,0
mathura-road_1184652574_0,84,0
unnamed_1184652575_0,85,0
unnamed_1184652576_0,87,0
mathura-road_1184653690_0,93,0
mathura-road_1184653691_0,82,0
mathura-road_1184655602_0,98,0
mathura-road_1184655603_0,96,0
mathura-road_1184655605_0,96,0
mathura-road_1184655606_0,88,0
mehrauli-badarpur-road_1184656816_0,87,0
nelson-mandela-marg_1185485849_0,5,0
mahatma-gandhi-marg_1186104929_0,0,0
new-rohtak-road_1190970208_0,0,0
vikas-marg_1191342262_0,0,0
outer-ring-road_1193899612_0,0,0
outer-ring-road_1193899613_0,0,0
unnamed_1194649202_0,0,0
unnamed_1194649204_0,0,0
arihant-marg_1194649205_0,0,0
gt-road_1198418680_0,0,0
grand-trunk-road_1199392723_0,0,0
loni-road_1201242406_0,0,0
loni-road_1201242406_1,0,0
loni-road_1201242406_2,0,0
loni-road_1201242406_3,0,0
mahipalpur-flyover_1201412916_0,97,8
delhi-gurugram-expressway_1203516200_0,100,8
delhi-gurugram-expressway_1203516201_0,100,8
delhi-gurugram-expressway_1203516202_0,100,8
delhi-gurugram-expressway_1203516203_0,99,7
doctor-kailash-nath-katju-marg_1203630503_0,0,0
doctor-kailash-nath-katju-marg_1203630503_1,0,0
unnamed_1204848620_0,0,0
unnamed_1204848622_0,0,0
loni-road_1205430081_0,0,0
unnamed_1210905825_0,0,0
unnamed_1218184601_0,0,0
club-road-flyover_1218184602_0,0,0
dnd-kmp-expressway_1218420942_0,0,0
dnd-kmp-expressway_1218420942_1,0,0
mathura-road_1224002859_0,39,0
mathura-road_1224002860_0,48,0
unnamed_1224760274_0,0,0
najafgarh-dhansa-road_1224760275_0,0,0
vikas-marg_1233743468_0,0,0
rohtak-road_1236250283_0,0,0
rohtak-road_1236250283_1,0,0
rohtak-road_1236250283_2,0,0
doctor-kb-hedgewar-marg_1243662600_0,100,8
doctor-kailash-nath-katju-marg_1244086262_0,0,0
grand-trunk-road_1244884282_0,0,0
grand-trunk-road_1244884283_0,0,0
urban-extension-road-ii_1247513634_0,0,0
urban-extension-road-ii_1247513635_0,0,0
ashram-underpass_1252762958_0,90,1
ashram-underpass_1252762959_0,100,1
ashram-underpass_1252762960_0,100,0
ashram-underpass_1252762961_0,100,1
ashram-underpass_1252762962_0,92,1
ashram-underpass_1252762963_0,100,0
ashram-underpass_1252762964_0,100,1
ashram-underpass_1252762965_0,100,0
ashram-underpass_1252762966_0,100,0
ashram-underpass_1252762967_0,100,0
ashram-flyover_1252913581_0,34,0
ashram-flyover_1252913582_0,100,0
delhi-noida-direct-flyway_1253124561_0,0,0
delhi-noida-direct-flyway_1253124562_0,0,0
jangpura-road-flyover_1253189591_0,100,5
jangpura-road-flyover_1253189592_0,78,8
jangpura-road-flyover_1253189593_0,99,8
jangpura-road-flyover_1253189594_0,100,4
unnamed_1253908162_0,0,0
delhi-dehradun-expressway_1253908163_0,0,0
delhi-dehradun-expressway_1253908163_1,0,0
delhi-dehradun-expressway_1253908163_2,0,0
delhi-dehradun-expressway_1253908163_3,0,0
delhi-dehradun-expressway_1253908163_4,0,0
delhi-dehradun-expressway_1253908164_0,0,0
najafgarh-nangloi-road_1255155771_0,0,0
najafgarh-nangloi-road_1255155771_1,0,0
najafgarh-nangloi-road_1255155771_2,0,0
najafgarh-nangloi-road_1255155772_0,0,0
nangloi-road_1255155773_0,0,0
nangloi-road_1255155773_1,0,0
nangloi-road_1255155773_2,0,0
nangloi-road_1255155774_0,0,0
delhi-dehradun-expressway_1265049693_0,0,0
najafgarh-dhansa-road_1266675381_0,0,0
najafgarh-dhansa-road_1266675381_1,0,0
najafgarh-dhansa-road_1266675381_2,0,0
dwarka-expressway_1268836497_0,100,8
dwarka-expressway_1268836498_0,93,8
grand-trunk-road_1268930377_0,0,0
grand-trunk-road_1268930378_0,0,0
grand-trunk-road_1268930379_0,0,0
grand-trunk-road_1268930380_0,0,0
grand-trunk-road_1271411347_0,0,0
grand-trunk-road_1271411348_0,0,0
grand-trunk-road_1271411349_0,0,0
grand-trunk-road_1271411350_0,0,0
grand-trunk-road_1271957903_0,0,0
grand-trunk-road_1271957904_0,0,0
grand-trunk-road_1271957905_0,0,0
grand-trunk-road_1271957906_0,0,0
azadpur-flyover_1271970954_0,0,0
grand-trunk-road_1272663265_0,0,0
grand-trunk-road_1272663266_0,0,0
grand-trunk-road_1272663267_0,0,0
grand-trunk-road_1272663268_0,0,0
grand-trunk-road_1272664353_0,0,0
grand-trunk-road_1272664354_0,0,0
rani-jhansi-flyover_1272695735_0,0,0
rani-jhansi-flyover_1272695736_0,0,0
shaheed-captain-vikram-batra-flyover_1272699860_0,0,0
shaheed-captain-vikram-batra-flyover_1272699861_0,0,0
outer-ring-road_1272699863_0,0,0
shaheed-captain-vikram-batra-flyover_1272699864_0,0,0
dwarka-flyover_1272726054_0,45,8
dwarka-flyover_1272726055_0,62,8
burari-flyover_1272735116_0,0,0
burari-flyover_1272735117_0,0,0
burari-flyover_1272735118_0,0,0
burari-flyover_1272735119_0,0,0
wazirabad-flyover_1272738154_0,0,0
wazirabad-flyover_1272738155_0,0,0
bahadurgarh-bypass_1272740481_0,0,0
bahadurgarh-bypass_1272740482_0,0,0
flyover_1272998246_0,0,0
delhi-meerut-expressway_1272998247_0,0,0
delhi-meerut-expressway_1272998248_0,0,0
flyover_1272998249_0,0,0
flyover_1272998250_0,0,0
delhi-meerut-expressway_1272998251_0,0,0
flyover_1272998252_0,0,0
delhi-dehradun-expressway_1273003606_0,0,0
delhi-dehradun-expressway_1273003607_0,0,0
delhi-dehradun-expressway_1273003608_0,0,0
delhi-dehradun-expressway_1273003609_0,0,0
grand-trunk-road_1274032653_0,0,0
grand-trunk-road_1274032654_0,0,0
grand-trunk-road_1274032655_0,0,0
grand-trunk-road_1274032656_0,0,0
wazirabad-road_1274034374_0,0,0
wazirabad-road_1274034375_0,0,0
wazirabad-road_1274035951_0,0,0
wazirabad-road_1274035952_0,0,0
grand-trunk-road_1274043084_0,0,0
grand-trunk-road_1274043085_0,0,0
grand-trunk-road_1274043086_0,0,0
grand-trunk-road_1274043086_1,0,0
grand-trunk-road_1274043087_0,0,0
unnamed_1274055800_0,0,0
unnamed_1274056143_0,0,0
unnamed_1274056144_0,0,0
doctor-kailash-nath-katju-marg_1274613355_0,0,0
doctor-kailash-nath-katju-marg_1274613356_0,0,0
mahatma-gandhi-marg_1274772411_0,0,0
wazirabad-road_1274778109_0,0,0
wazirabad-road_1274778110_0,0,0
wazirabad-road_1274778111_0,0,0
wazirabad-road_1274778112_0,0,0
loni-road_1274789152_0,0,0
unnamed_1274790488_0,0,0
najafgarh-daurala-road_1274790489_0,0,0
najafgarh-daurala-road_1274790491_0,0,0
shahdara-flyover_1274791157_0,0,0
shahdara-flyover_1274791158_0,0,0
shahdara-flyover_1274791159_0,0,0
shahdara-flyover_1274791160_0,0,0
arihant-marg_1274821493_0,0,0
arihant-marg_1274821494_0,0,0
delhi-loni-road-flyover_1274823144_0,0,0
delhi-loni-road-flyover_1274823145_0,0,0
loni-road_1274832216_0,0,0
road-number-57_1274875340_0,0,0
road-number-57_1274875342_0,0,0
swami-dayanand-marg_1274878167_0,0,0
swami-dayanand-marg_1275172294_0,0,0
delhi-dehradun-expressway_1275175341_0,0,0
delhi-dehradun-expressway_1275175608_0,0,0
unnamed_1275223135_0,77,8
unnamed_1275223136_0,100,8
unnamed_1275474488_0,0,0
urban-extension-road-ii_1275520486_0,0,0
unnamed_1275541084_0,97,8
urban-extension-road-ii_1275944971_0,0,0
urban-extension-road-ii_1275944972_0,0,0
urban-extension-road-ii_1275944973_0,0,0
urban-extension-road-ii_1275944974_0,0,0
urban-extension-road-ii_1275944976_0,0,0
urban-extension-road-ii_1275944977_0,0,0
urban-extension-road-ii_1275944978_0,0,0
urban-extension-road-ii_1275944979_0,0,0
urban-extension-road-ii_1275944986_0,0,0
urban-extension-road-ii_1275944987_0,0,0
unnamed_1275955304_0,0,0
unnamed_1275955306_0,0,0
dwarka-expressway_1276018672_0,84,6
unnamed_1276018673_0,76,3
unnamed_1276018675_0,0,0
unnamed_1276018676_0,0,0
unnamed_1276018678_0,0,0
unnamed_1276018679_0,0,0
unnamed_1276018684_0,0,0
shivaji-marg_1279062158_0,0,0
shivaji-marg_1279062160_0,0,0
acharya-shri-tulsi-marg_1280801689_0,0,0
delhi-meerut-expressway_1283496575_0,0,0
delhi-meerut-expressway_1283496576_0,0,0
delhi-meerut-expressway_1283496577_0,0,0
delhi-meerut-expressway_1283496578_0,0,0
delhi-meerut-expressway_1283496583_0,0,0
delhi-meerut-expressway_1283496584_0,0,0
delhi-meerut-expressway_1283496585_0,0,0
delhi-meerut-expressway_1283496586_0,0,0
flyover_1283521604_0,0,0
flyover_1283521605_0,0,0
delhi-meerut-expressway_1283521606_0,0,0
delhi-meerut-expressway_1283521607_0,0,0
delhi-meerut-expressway_1283521608_0,0,0
delhi-meerut-expressway_1283521609_0,0,0
delhi-meerut-expressway_1283524751_0,0,0
delhi-meerut-expressway_1283524752_0,0,0
delhi-meerut-expressway_1283524753_0,0,0
delhi-meerut-expressway_1283524754_0,0,0
delhi-meerut-expressway_1283524755_0,0,0
nh248bb_1283639343_0,24,5
nh248bb_1283639343_1,100,8
nh248bb_1283639344_0,0,0
nh248bb_1283639345_0,16,4
naraina-flyover_1285853439_0,25,0
naraina-flyover_1285853440_0,25,0
mahatma-gandhi-marg_1285857335_0,99,8
mahatma-gandhi-marg_1285857337_0,85,8
mahatma-gandhi-marg_1285857338_0,64,8
mahatma-gandhi-marg_1285857339_0,91,8
urban-extension-road-ii_1286326480_0,0,0
dadri-road_1287333067_0,0,0
shivaji-marg_1288042210_0,0,0
dwarka-expressway_1288469171_0,85,7
dwarka-expressway_1288469172_0,83,5
dwarka-expressway_1288469173_0,95,5
dwarka-expressway_1288469174_0,85,3
dwarka-expressway_1288469175_0,96,4
urban-extension-road-ii_1288469182_0,100,7
grand-trunk-road_1296341842_0,0,0
nizamuddin-railway-station-flyover_1297654553_0,0,0
nizamuddin-railway-station-flyover_1297654554_0,0,0
nizamuddin-railway-station-flyover_1297654555_0,0,0
nh344p_1298054174_0,0,0
nh344p_1298054174_1,0,0
nh344p_1298054174_2,0,0
nh344p_1298054175_0,0,0
nh344p_1298054176_0,0,0
nh344p_1298054176_1,0,0
nh344p_1298054176_2,0,0
nh344p_1298054177_0,0,0
nh344p_1298054178_0,0,0
nh344p_1298054179_0,0,0
nh344p_1298054180_0,0,0
nh344p_1298054181_0,0,0
nh344p_1298054182_0,0,0
nh344p_1298054184_0,0,0
nh344p_1298054186_0,0,0
nh344p_1298054187_0,0,0
nh344p_1298054188_0,0,0
nh344p_1298054189_0,0,0
nh344p_1298056350_0,0,0
nh344p_1298056351_0,0,0
nh344p_1298056352_0,0,0
nh344p_1298056353_0,0,0
unnamed_1298974606_0,0,0
unnamed_1306079032_0,0,0
unnamed_1306079033_0,0,0
unnamed_1306079034_0,0,0
dwarka-expressway_1309546294_0,90,8
gt-road_1310466272_0,67,4
grand-trunk-road_1311977376_0,0,0
mayur-vihar-flyover_1311984903_0,0,0
mayur-vihar-flyover_1311984904_0,0,0
dadri-road_1311986233_0,0,0
akshardham-flyover_1311987470_0,0,0
akshardham-flyover_1311987471_0,0,0
akshardham-flyover_1311987472_0,0,0
delhi-loni-road-flyover_1311994917_0,0,0
delhi-loni-road-flyover_1311994918_0,0,0
nand-nagari-flyover_1311996406_0,0,0
nand-nagari-flyover_1311996407_0,0,0
nand-nagari-flyover_1311996408_0,0,0
burari-flyover_1311999549_0,0,0
burari-flyover_1311999550_0,0,0
shahdara-flyover_1312001709_0,0,0
shahdara-flyover_1312001710_0,0,0
shahdara-flyover_1312001711_0,0,0
shahdara-flyover_1312001712_0,0,0
